State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Potential Pests
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Arhar/Tur,400,293,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Bajra,4409,16713,"Blight, leaf spot and rust"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Banana,973,52137,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Cardamom,279,24,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Cashewnut,63,29,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Castor seed,37,8,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Coconut,8808,699,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Coriander,5117,2176,"Powdery mildew, wilt and stem gall "
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Cotton(lint),11535,21908,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Dry chillies,2820,2592,"Damping off, die back and Anthracnose"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Gram,146,73,"Wilt, black rust and mould"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Groundnut,7198,11323,"Wilt, root rot and leaf spot"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Horse-gram,63,37,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Jowar,7114,6741,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Maize,13293,71841,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Moong(Green Gram),9860,9355,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Onion,1343,3527,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Ragi,204,527,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Sesamum,1863,778,"Phyllody, dry root rot and blight"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Sugarcane,4211,455740,"Red rot, wilt and grassy shoot"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Sunflower,664,923,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Sweet potato,62,1042,"Root rot, wilt and mold rot"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Tapioca,29,1171,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Turmeric,9,52,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Urad,6983,6654,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,VIRUDHUNAGAR,2007,Kharif,Rice,28214,93093,"Rice blast, brown spot and leaf blight"
Tamil Nadu,VIRUDHUNAGAR,2007,Kharif,Small millets,1841,963,"Downy mildew, smut disease and foot rot"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Arecanut,2,4,"Die back disease, bud rot and fruit rot"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Arhar/Tur,319,224,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Bajra,3950,7586,"Blight, leaf spot and rust"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Banana,961,45879,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Cardamom,279,24,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Cashewnut,69,39,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Castor seed,24,5,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Coconut,8892,716,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Coriander,3576,2281,"Powdery mildew, wilt and stem gall "
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Cotton(lint),8723,13722,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Dry chillies,3752,2155,"Damping off, die back and Anthracnose"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Gram,159,80,"Wilt, black rust and mould"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Groundnut,7692,9098,"Wilt, root rot and leaf spot"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Horse-gram,90,40,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Jowar,9278,7842,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Maize,13246,69618,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Moong(Green Gram),10419,5862,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Onion,1276,6811,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Ragi,194,309,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Sesamum,1853,660,"Phyllody, dry root rot and blight"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Small millets,1841,963,"Downy mildew, smut disease and foot rot"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Sugarcane,4438,439668,"Red rot, wilt and grassy shoot"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Sunflower,1088,777,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Sweet potato,26,353,"Root rot, wilt and mold rot"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Tapioca,20,844,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Turmeric,1,5,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Urad,6798,1768,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,VIRUDHUNAGAR,2008,Kharif,Rice,32497,104587,"Rice blast, brown spot and leaf blight"
Tamil Nadu,VIRUDHUNAGAR,2008,Kharif,Small millets,680,533,"Downy mildew, smut disease and foot rot"
Tamil Nadu,VIRUDHUNAGAR,2008,Whole Year,Arecanut,1,2,"Die back disease, bud rot and fruit rot"
Tamil Nadu,VIRUDHUNAGAR,2008,Whole Year,Arhar/Tur,399,103,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,VIRUDHUNAGAR,2008,Whole Year,Bajra,3130,5515,"Blight, leaf spot and rust"
Tamil Nadu,VIRUDHUNAGAR,2008,Whole Year,Banana,863,38363,"Wilt, leaf spot and Anthracnose"
