State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Potential Pests
Tamil Nadu,DHARMAPURI,1997,Whole Year,Onion,382,2900,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Potato,144,3720,"Late blight, common scab, bacterial wilt and canker"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Pulses total,65383,31970,"Yellow mosaic virus, blight, leaf spot and powdery mildew"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Ragi,54240,106670,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Rapeseed &Mustard,538,130,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Rice,64393,203890,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Small millets,1530,60,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Sugarcane,18938,18100000,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Sunflower,818,730,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Tapioca,15842,636970,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Tobacco,19,20,"Black shank, damping off and nematode attack"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Total foodgrain,235952,397460,"Black spot, powdery mildew, downy mildew and canker"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Turmeric,2075,9470,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,1997,Whole Year,Urad,2039,920,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,1998,Kharif,Arhar/Tur,20371,22714,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,1998,Kharif,Bajra,9095,14981,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,1998,Kharif,Cotton(lint),18964,32671,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,1998,Kharif,Dry ginger,1,32,"Dry rot and nematode disease"
Tamil Nadu,DHARMAPURI,1998,Kharif,Groundnut,88007,153406,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,1998,Kharif,Horse-gram,65963,32322,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,1998,Kharif,Jowar,25194,51194,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,1998,Kharif,Maize,1124,1229,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,1998,Kharif,Moong(Green Gram),9023,4304,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,1998,Kharif,Pulses total,142266,72770,"Yellow mosaic virus, blight, leaf spot and powdery mildew"
Tamil Nadu,DHARMAPURI,1998,Kharif,Ragi,81628,148820,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,1998,Kharif,Rice,57072,196352,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,1998,Kharif,Sesamum,2135,1179,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,1998,Kharif,Small millets,18200,6700,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,1998,Kharif,Sunflower,4463,3735,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,1998,Kharif,Total foodgrain,367554,53151,"Black spot, powdery mildew, downy mildew and canker"
Tamil Nadu,DHARMAPURI,1998,Kharif,Urad,12053,5894,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,1998,Rabi,Gram,793,485,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Banana,621,46561,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Black pepper,17,3,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Cardamom,324,24,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Castor seed,14455,4351,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Coriander,1739,562,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,1998,Whole Year,Dry chillies,738,462,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Garlic,755,3775,"Damping off, purple blotch and leaf blight"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Onion,931,7253,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Potato,184,4749,"Late blight, common scab, bacterial wilt and canker"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Rapeseed &Mustard,374,92,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Sannhamp,72,53,"Severe leaf distortion"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Sugarcane,27836,2772300,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Sweet potato,131,2287,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Tapioca,16469,662169,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,1998,Whole Year,Turmeric,2587,11804,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,1999,Kharif,Arhar/Tur,17041,14807,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,1999,Kharif,Bajra,7917,18416,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,1999,Kharif,Castor seed,5248,1803,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,1999,Kharif,Cotton(lint),13721,27047,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,1999,Kharif,Groundnut,75637,127907,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,1999,Kharif,Horse-gram,71795,31803,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,1999,Kharif,Jowar,24658,38935,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,1999,Kharif,Korra,342,125,"Rust, blast and brown spot"
Tamil Nadu,DHARMAPURI,1999,Kharif,Maize,1129,1239,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,1999,Kharif,Moong(Green Gram),8728,4739,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,1999,Kharif,Ragi,86751,154835,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,1999,Kharif,Rice,60472,201243,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,1999,Kharif,Sesamum,6932,3514,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,1999,Kharif,Sunflower,3868,3538,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,1999,Kharif,Urad,12622,6538,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,1999,Kharif,Varagu,343,253,"Head smut, ergot disease and rust"
Tamil Nadu,DHARMAPURI,1999,Rabi,Gram,622,124,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,1999,Rabi,Rapeseed &Mustard,403,99,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,1999,Rabi,Samai,40014,33456,"Leaf blight, blast, rot and smut"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Banana,1354,53114,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Black pepper,1,,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Coriander,1525,512,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,1999,Whole Year,Dry chillies,1532,1219,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Guar seed,25826,224821,"Bacterial blight and root/stem rot"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Onion,1132,9152,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Potato,522,12973,"Late blight, common scab, bacterial wilt and canker"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Sannhamp,217,160,"Severe leaf distortion"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Sugarcane,25826,2311813,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Sweet potato,33,400,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Tapioca,22781,828484,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,1999,Whole Year,Turmeric,3483,17399,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,2000,Kharif,Arhar/Tur,13983,12150,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2000,Kharif,Bajra,6496,14992,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2000,Kharif,Castor seed,7355,2528,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2000,Kharif,Cotton(lint),12364,24358,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2000,Kharif,Groundnut,54365,94996,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2000,Kharif,Horse-gram,93837,41945,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,2000,Kharif,Jowar,19579,36559,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2000,Kharif,Maize,1259,1381,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2000,Kharif,Moong(Green Gram),6637,3099,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2000,Kharif,Other Cereals & Millets,48593,40573,"Downy mildew, smut disease,yellow rust, bunt and foot rot"
Tamil Nadu,DHARMAPURI,2000,Kharif,Other Kharif pulses,36259,7564,"Blight, wilt and root rot"
Tamil Nadu,DHARMAPURI,2000,Kharif,Ragi,89722,162669,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2000,Kharif,Rice,61608,227438,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2000,Kharif,Sesamum,5525,3416,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,2000,Kharif,Sunflower,745,677,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2000,Kharif,Urad,12902,6683,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2000,Rabi,Gram,511,102,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,2000,Rabi,Rapeseed &Mustard,552,136,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Banana,1615,63352,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Cashewnut,2,1,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Coriander,1466,493,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,2000,Whole Year,Dry chillies,1214,1062,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Onion,1488,12030,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Potato,326,8238,"Late blight, common scab, bacterial wilt and canker"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Sannhamp,369,269,"Severe leaf distortion"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Sugarcane,25355,2269651,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Sweet potato,55,667,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Tapioca,18014,655121,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Tobacco,29,39,"Black shank, damping off and nematode attack"
Tamil Nadu,DHARMAPURI,2000,Whole Year,Turmeric,3271,13451,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,2001,Kharif,Arhar/Tur,12743,7870,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2001,Kharif,Bajra,3385,5100,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2001,Kharif,Cotton(lint),12587,18550,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2001,Kharif,Groundnut,49906,86140,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2001,Kharif,Jowar,15029,13920,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2001,Kharif,Moong(Green Gram),3606,1490,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2001,Kharif,Ragi,74452,117590,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2001,Kharif,Rice,54334,189510,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2001,Kharif,Sesamum,3061,880,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,2001,Kharif,Sunflower,512,350,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2001,Kharif,Urad,7010,2750,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2001,Whole Year,Sugarcane,22942,1923400,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,2002,Kharif,Arhar/Tur,8862,3626,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2002,Kharif,Bajra,3281,3797,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2002,Kharif,Castor seed,3187,1091,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2002,Kharif,Cotton(lint),3325,2335,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2002,Kharif,Groundnut,20419,24413,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2002,Kharif,Horse-gram,37944,10082,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,2002,Kharif,Jowar,12211,11313,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2002,Kharif,Korra,10,4,"Rust, blast and brown spot"
Tamil Nadu,DHARMAPURI,2002,Kharif,Maize,1020,1122,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2002,Kharif,Moong(Green Gram),5377,2290,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2002,Kharif,Other Kharif pulses,28015,5849,"Blight, wilt and root rot"
Tamil Nadu,DHARMAPURI,2002,Kharif,Ragi,67187,78871,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2002,Kharif,Rice,30152,77596,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2002,Kharif,Samai,34400,26238,"Leaf blight, blast, rot and smut"
Tamil Nadu,DHARMAPURI,2002,Kharif,Sesamum,3395,767,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,2002,Kharif,Sunflower,530,265,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2002,Kharif,Urad,8550,3411,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2002,Kharif,Varagu,25,28,"Head smut, ergot disease and rust"
Tamil Nadu,DHARMAPURI,2002,Rabi,Gram,442,55,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,2002,Rabi,Rapeseed &Mustard,474,117,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Arecanut,203,,"Die back disease, bud rot and fruit rot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Ash Gourd,12,0,"Downy mildew, powdery mildew and leaf spot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Banana,1142,42200,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Beans & Mutter(Vegetable),843,0,"Anthracnose, bean root rots, rust and blights"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Beet Root,166,0,"Leaf spot, curly top and beet mosaic"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Bhindi,598,4455,"Damping off, powdery mildew and wilt"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Bitter Gourd,26,0,"Yellow mosaic virus, wilt, leaf spot and root knot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Bottle Gourd,7,0,"Anthracnose disease, leaf spots and nematode attack"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Brinjal,590,4499,"Damping Off, blight and leaf spot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Cabbage,1113,58583,"Damping off, club root of crucifers and Alternaria leaf spot."
Tamil Nadu,DHARMAPURI,2002,Whole Year,Carrot,115,0,"Leaf blight and severe leaf spotting"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Cashewnut,16,5,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Cauliflower,195,0,"Leaf spot, soft rot, cauliflower mosaic and black rot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Citrus Fruit,91,101,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Coconut,20229,155900,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Coriander,808,150,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,2002,Whole Year,Cucumber,145,0,"Anthracnose, downy mildew and gummy stem blight"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Drum Stick,29,0,"Damping off and twig canker"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Dry chillies,703,646,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Dry ginger,1,16,"Dry rot and nematode disease"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Grapes,119,2019,"Grape rot, canker and botrytis"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Jack Fruit,38,430,"Soft rot, die back and leaf spot."
Tamil Nadu,DHARMAPURI,2002,Whole Year,Lab-Lab,48,0,"Bacterial leaf spot and blight"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Mango,36523,353860,"Anthracnose, powdery mildew and die back disease"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Onion,352,2977,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Orange,1,2,"Greening disease and citrus canker"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Other Citrus Fruit,17,0,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Other Fresh Fruits,405,0,"Citrus decline, apple scab, mango malformation, guava wilt, fire blights, banana bunchy top and wilt, brown rots of stone fruits, crown galls, downy and powdery mildews"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Other Vegetables,311,0,"Anthracnose, leaf spot,wilt and blight"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Papaya,89,0,"Damping off, blight and powdery mildew"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Pineapple,1,31,"Black rot, heart rot and leaf spot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Pome Fruit,504,2637,"Apple scab, fire blight, pear scab and powdery mildew"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Pome Granet,53,0,"Heart rot, Alternaria black spot and fruit spot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Potato,277,5832,"Late blight, common scab, bacterial wilt and canker"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Pump Kin,26,0,"Powdery mildew, downy mildew and Anthracnose"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Redish,434,0,"Blight, rust and radish mosic"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Ribed Guard,11,0,"Anthracnose, powdery mildew and downy mildew"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Snak Guard,13,0,"Leaf spot, stem blight and leaf spot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Sugarcane,16049,1114260,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Sweet potato,27,369,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Tapioca,14712,305811,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Tobacco,625,933,"Black shank, damping off and nematode attack"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Tomato,5294,101955,"Damping off, leaf spot and canker"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Turmeric,1921,4240,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Water Melon,18,0,"Downy mildew, powdery mildew and Anthracnose"
Tamil Nadu,DHARMAPURI,2002,Whole Year,Yam,1,0,"Anthracnose and yam mosaic virus"
Tamil Nadu,DHARMAPURI,2003,Kharif,Arhar/Tur,3742,1381,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2003,Kharif,Bajra,965,1116,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2003,Kharif,Castor seed,577,198,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2003,Kharif,Cotton(lint),6031,7148,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2003,Kharif,Groundnut,21661,29153,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2003,Kharif,Horse-gram,30282,7897,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,2003,Kharif,Jowar,34264,22249,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2003,Kharif,Korra,9,4,"Rust, blast and brown spot"
Tamil Nadu,DHARMAPURI,2003,Kharif,Maize,209,230,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2003,Kharif,Moong(Green Gram),1424,604,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2003,Kharif,Other Kharif pulses,15816,3302,"Blight, wilt and root rot"
Tamil Nadu,DHARMAPURI,2003,Kharif,Ragi,73175,98495,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2003,Kharif,Rice,15997,38810,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2003,Kharif,Sesamum,609,95,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,2003,Kharif,Small millets,25066,9668,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,2003,Kharif,Sunflower,183,122,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2003,Kharif,Urad,2976,1216,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2003,Rabi,Gram,566,78,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,2003,Rabi,Rapeseed &Mustard,285,70,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Arecanut,308,,"Die back disease, bud rot and fruit rot"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Ash Gourd,6,0,"Downy mildew, powdery mildew and leaf spot"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Banana,385,13619,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Beans & Mutter(Vegetable),32,0,"Anthracnose, bean root rots, rust and blights"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Beet Root,1,0,"Leaf spot, curly top and beet mosaic"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Bhindi,113,791,"Damping off, powdery mildew and wilt"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Bitter Gourd,5,0,"Yellow mosaic virus, wilt, leaf spot and root knot"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Bottle Gourd,1,0,"Anthracnose disease, leaf spots and nematode attack"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Brinjal,162,2460,"Damping Off, blight and leaf spot"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Cabbage,1,49,"Damping off, club root of crucifers and Alternaria leaf spot."
Tamil Nadu,DHARMAPURI,2003,Whole Year,Cashewnut,2,1,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Citrus Fruit,22,23,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Coconut,21461,109900,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Coriander,365,106,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,2003,Whole Year,Cucumber,14,0,"Anthracnose, downy mildew and gummy stem blight"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Drum Stick,12,0,"Damping off and twig canker"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Dry chillies,271,777,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Grapes,2,33,"Grape rot, canker and botrytis"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Jack Fruit,36,348,"Soft rot, die back and leaf spot."
Tamil Nadu,DHARMAPURI,2003,Whole Year,Lab-Lab,24,0,"Bacterial leaf spot and blight"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Mango,5177,37742,"Anthracnose, powdery mildew and die back disease"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Onion,298,2684,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Other Citrus Fruit,20,0,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Other Fresh Fruits,182,0,"Citrus decline, apple scab, mango malformation, guava wilt, fire blights, banana bunchy top and wilt, brown rots of stone fruits, crown galls, downy and powdery mildews"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Other Vegetables,60,0,"Anthracnose, leaf spot,wilt and blight"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Pome Fruit,171,1201,"Apple scab, fire blight, pear scab and powdery mildew"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Pome Granet,19,0,"Heart rot, Alternaria black spot and fruit spot"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Pump Kin,5,0,"Powdery mildew, downy mildew and Anthracnose"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Redish,20,0,"Blight, rust and radish mosic"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Ribed Guard,1,0,"Anthracnose, powdery mildew and downy mildew"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Snak Guard,3,0,"Leaf spot, stem blight and leaf spot"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Sugarcane,5560,342368,"Red rot, wilt and grassy shoot"
